destination_id,country_id,name,latitude,longitude,description,tags,type,iata,hotel_ids
69,193,Chattanooga,35.0456,-85.3097,Southeast Tennessee city,city,urban,CHA,"['XVCHASHS', 'HXCHAGJ7', 'HJCHA081', 'MSCHA833', 'GICHA312', 'CXCHA352', 'CXCHA398', 'QICHA132', 'RYCHA317', 'RCCHARIR', 'UZCHA130', 'BWCHA120', 'OZCHA938', 'BWCHA117', 'CYCHACHC', 'MSCHA790', 'HXCHA845', 'HICHA899', 'KGCHA360', 'OZCHA198', 'RYCHA036', 'HICHA343', 'MCCHADTM', 'OZCHA044', 'MXCHAD71', 'KGCHA037', 'OZCHAFG5', 'FNCHASEF', 'YXCHA505', 'ESCHA232', 'MSCHA670', 'YXCHAORI', 'SCCHA091', 'YXCHA152', 'SZCHA242', 'CICHA659', 'YXCHA065', 'RFCHA806', 'HXCHA602', 'ILCHA031', 'EOCHA157', 'CCCHA669', 'OZCHA135', 'OZCHA026', 'DICHA637', 'EACHA125', 'RFCHA722', 'TOCHATST', 'OZCHA606', 'EOCHA362', 'HGCHAGK8', 'CICHA502', 'CICHA390', 'HXCHA423', 'EOCHA161', 'FNCHACLF', 'HICHA61D', 'BWCHA143', 'HXCHA687', 'HXCHA155', 'MTCHA100', 'CXCHA784', 'LQCHA299', 'CYCHACYC', 'HXCHA157', 'BWCHA170', 'HXCHA614', 'CXCHA658', 'ILCHA226', 'QICHA672', 'BWCHA090', 'FNCHAFIF', 'LQCHA931', 'LQCHA222', 'KGCHA755', 'RFCHA162', 'RCCHAHPR', 'CCCHA668', 'CICHA580', 'DICHA289', 'CICHA359', 'QICHA232', 'OZCHA798', 'FNCHATFF', 'BWCHA179', 'HXCHA365', 'MSCHA874', 'DTCHA123', 'HICHA506']"
70,193,Tri-Cities TN-VA,36.5484,-82.5618,Tennessee-Virginia border region,city,urban,TRI,"['RFTRI725', 'QITRI606', 'YXTRI568', 'FNTRIFBF', 'OZTRI900', 'MSTRI231', 'ILTRI258', 'HITRI708', 'QITRI675', 'BWTRI151', 'DITRI942', 'HITRI27D', 'DTTRI238', 'QITRI676', 'HXTRIFRI', 'UZTRI599', 'HITRIA2E', 'YXTRIELI', 'HXTRIG68', 'YXTRIMOU', 'KGTRICHI', 'YXTRI097', 'MXTRIH10', 'BWTRI154', 'DITRI923', 'CITRI246', 'OZTRI944', 'OZTRI712', 'OZTRI783', 'CITRI079', 'CITRI510', 'EOTRI169', 'SZTRI656', 'CITRI444', 'RFTRI208', 'CYTRICYC', 'SZTRI288', 'SZTRI027', 'SCTRIAJI', 'HITRI48C', 'ETTRICCE', 'CZTRI264', 'SZTRI259', 'CITRI295', 'WVTRICAR', 'MSTRI169', 'CYTRIJCC', 'YXTRIGFM', 'ILTRICLI', 'CZTRI599']"
71,193,Jackson TN,35.6145,-88.8139,West Tennessee city,city,urban,MKL,"['MSMKL48C', 'RYMKL430', 'HXMKLFW4', 'CZMKL550', 'YXMKLWIL', 'KGMKL403', 'SZMKL595', 'EOMKL641', 'KGMKL574', 'OZMKLD89', 'MSMKL138', 'HXMKL150', 'HXMKL557', 'CXMKL301', 'MSMKL267', 'SCMKL025', 'BWMKL157', 'QIMKL531', 'YXMKLABV', 'MXMKLJ72', 'MSMKL617', 'HXMKL731', 'BUMKL177', 'QIMKL414', 'EOMKL357', 'CIMKL591', 'EOMKL089', 'MSMKL959', 'CIMKL557', 'LQMKLBNT', 'ONMKLSAV', 'MSMKL510', 'CYMKLCYC', 'RCMKLRIR', 'BWMKL152', 'DTMKL316', 'UZMKLSIJ', 'HSMKLAAO', 'EOMKL175', 'OZMKL252']"
72,193,Birmingham (Anniston and Tuscaloosa),33.5207,-86.8025,Alabama's largest city,city,urban,BHM,"['GIBHM205', 'CIBHM180', 'HIBHM4E4', 'HXBHM300', 'CXBHM401', 'YXBHMRIV', 'GIBHM655', 'FNBHMGDF', 'GZBHMAVH', 'FNBHMBBF', 'CIBHM166', 'RCBHMRHR', 'TOBHMTHT', 'OZBHM002', 'CXBHM499', 'DIBHM951', 'CIBHM435', 'ALBHM272', 'DRBHMISB', 'DIBHM858', 'DIBHM100', 'EABHM583', 'ILBHM947', 'OZBHM075', 'HIBHM6EC', 'CYBHMHOC', 'HXBHMTWA', 'YXBHM080', 'YXBHMLDB', 'YOBHMF05', 'RCBHMRIR', 'BWBHM073', 'DIBHM336', 'CIBHM181', 'CZBHM276', 'WVBHM006', 'HIBHMCA8', 'YXBHMIRO', 'HXBHM396', 'EOBHM393', 'GIBHM256', 'EABHMHW2', 'FNBHMBFF', 'EABHM584', 'BWBHM088', 'FNBHMFPF', 'HXBHM100', 'HXBHM205', 'QIBHM488', 'HXBHM702', 'DRBHM110', 'ESBHM985', 'HXBHM491', 'DTBHM225', 'XVBHMCOS', 'MTBHMNGA', 'SZBHM445', 'ILBHM920', 'YOBHM457', 'HIBHMFE3', 'GIBHM297', 'BWBHM104', 'HIBHM07C', 'KGBHM918', 'BWBHM121', 'CYBHMDWC', 'QIBHM465', 'QIBHM457', 'SCBHMCLB', 'XVBHMSDS', 'QIBHM220', 'RCBHMHMR', 'QIBHM317', 'BRBHMHVB', 'HXBHM171', 'ILBHM279', 'GZBHM015', 'KGBHM753', 'BWBHM096', 'CZBHM222', 'HXBHMFM0', 'QIBHM347', 'LQBHM949', 'MXBHMC86', 'WIBHM722', 'ILBHM901', 'HXBHM232', 'CCBHM147', 'MCBHMMCM', 'HIBHM5F3', 'HXBHMH43', 'CYBHMAAC', 'CYBHMHWC', 'CYBHMTVC', 'FNBHMFOF', 'QIBHM065', 'QIBHM466', 'QIBHM228', 'HXBHMBFE', 'BUBHMGUQ', 'HXBHM930', 'HGBHM121', 'MXBHM426', 'SIBHM115', 'LQBHM757', 'HGBHM215', 'EOBHM114', 'CIBHM203']"
73,193,Mobile-Pensacola (Fort Walton Beach),30.6954,-88.0399,Gulf Coast region,"city,beach,coastal",urban,BFM,[]
74,193,Huntsville-Decatur (Florence),34.7304,-86.5861,Northern Alabama region,city,urban,HUA,[]
75,193,Montgomery-Selma,32.3668,-86.3,Alabama capital region,"city,historical",urban,MXF,[]
76,193,Dothan,31.2232,-85.3905,Southeast Alabama city,city,urban,DHN,"['EODHN077', 'BWDHN115', 'EODHN177', 'QIDHN315', 'FNDHNFIF', 'ILDHN065', 'EODHN007', 'OZDHN177', 'CIDHN789', 'OZDHN629', 'RCDHNRIR', 'HIDHNDE2', 'LQDHN272', 'CYDHNCYC', 'FNDHNALF', 'GIDHN334', 'BWDHN112', 'CZDHN342', 'BWDHN070', 'QIDHN251', 'YXDHNMAR', 'SZDHN212', 'HXDHN468', 'MSDHN529', 'CIDHN035', 'CCDHN376', 'SCDHN062', 'ILDHN314', 'ILDHN001', 'HJDHN261', 'DIDHNFS8']"
77,193,Jackson MS,32.2988,-90.1848,Mississippi capital,city,urban,HKS,[]
78,193,Columbus-Tupelo-West Point-Starkville,33.4957,-88.4273,Northeast Mississippi region,city,urban,UBS,"['RAUBS894', 'LQUBS560', 'BWUBS064', 'QIUBS406', 'CYUBSCYC']"
79,193,Biloxi-Gulfport,30.396,-88.8853,Mississippi Gulf Coast,"city,beach,coastal",urban,BIX,"['GZBIX304', 'LQBIX069', 'YXBIXICB', 'RABIX176', 'SIBIX402', 'UBBIX183', 'EOBIX049', 'HIBIX469', 'HXBIX113', 'YXBIXIMP', 'UZBIX252', 'MVBIXBEA', 'HRBIXGCB', 'QIBIX200', 'UZBIX113', 'OZBIX201', 'WVBIX846']"
80,193,Hattiesburg-Laurel,31.3271,-89.2903,Southeast Mississippi region,city,urban,HBG,"['EOHBG137', 'RCHBGRIR', 'HIHBG43D', 'HXHBGA9B', 'QIHBG152', 'DIHBG979', 'FNHBGFIF', 'OZHBG264', 'CZHBG423']"
81,193,Meridian,32.3643,-88.7037,East central Mississippi city,city,urban,MEI,"['MTMEIBLD', 'HXMEI9B3', 'MZMEI280', 'EOMEI206', 'QIMEI085', 'DIMEI019', 'FNMEIFIF', 'DRMEI143', 'RYMEI436', 'EOMEI054', 'HIMEI0FF', 'WVMEI367', 'LQMEIBNL', 'HIMEI08F', 'OZMEI860', 'GIMEI109', 'ILMEI139', 'HIMEIEF2', 'CXMEI476', 'CIMEI065', 'DIMEI361', 'DIMEI082', 'BWMEI106', 'CIMEI036', 'MSMEI651', 'BUMEI481']"
82,193,Little Rock-Pine Bluff,34.7465,-92.2896,Arkansas capital region,city,urban,LIT,"['DILIT726', 'CCLIT235', 'YXLIT843', 'YXLITMAU', 'BWLIT111', 'HILIT381', 'ILLIT623', 'CCLIT093', 'MXLIT260', 'YXLIT411', 'CYLITDTC', 'CYLITCHC', 'CILIT204', 'FNLITRVF', 'MSLIT483', 'LQLITFYS', 'EALIT145', 'HXLIT320', 'HILIT40A', 'HXLIT851', 'HILIT9F3', 'DILIT586', 'RALIT338', 'HILITE88', 'HILITCF7', 'OZLIT746', 'FNLITFIF', 'QILIT613', 'RCLITRNR', 'DILIT141', 'OZLIT080', 'DILIT886', 'CILIT116', 'MSLIT199', 'YXLIT047', 'CZLIT181', 'DILIT332', 'HILIT76D', 'HILITED0', 'HXLITGR6', 'LQLIT578', 'RYLIT157', 'MSLIT627', 'RCLITRIR', 'YOLIT53A', 'CZLIT141', 'DILIT580', 'IRLIT072', 'MSLIT526', 'QILIT163', 'CILIT115', 'BWLIT073', 'FNLITBNF', 'CILIT185', 'BWLIT105', 'CCLIT193', 'BWLIT084', 'WOLITFBR', 'TOLITTST', 'QILIT022', 'FNLITCWF', 'HILITB35', 'ILLIT032', 'LQLIT281', 'MXLITG32', 'BWLIT042', 'YXLITCON', 'MXLITF80', 'DILITCAR', 'YOLIT88F', 'MSLIT995', 'HILIT39A', 'CILIT139', 'MSLITHTH', 'DILIT555', 'LQLIT329', 'EALIT737', 'CILIT099', 'EOLIT151', 'GILIT501', 'HXLIT130', 'BWLIT115', 'EOLIT190', 'EOLIT171', 'ESLITGQ0', 'QILIT212', 'WYLIT681', 'MCLITPBM', 'BWLIT109', 'XVLITSHS', 'OZLIT014', 'LQLITCZI', 'DILIT571', 'CYLITCNC', 'LQLIT332', 'OZLIT400', 'YXLITTSY', 'MSLIT394', 'RFLIT552', 'DILIT540', 'CILIT090', 'TLLIT433', 'RCLITRDR', 'YXLITLRK', 'YXLIT715', 'EOLIT233', 'HXLIT307', 'CXLIT511']"
83,193,Fort Smith-Fayetteville-Springdale-Rogers,35.3859,-94.3985,Northwest Arkansas region,city,urban,FSM,"['BWFSM106', 'YXFSM013', 'RCFSMRIR', 'DIFSM100', 'OZFSM887', 'WVFSM427', 'HXFSMFO9', 'OZFSM075', 'SZFSM176', 'QIFSM001', 'CYFSMCYC', 'MSFSM407', 'MSFSM137', 'YXFSM592', 'HIFSMD9F', 'MXFSM133', 'OZFSM120', 'QIFSM061', 'GZFSMCLA', 'HXFSM191', 'QIFSM610', 'YXFSMMUL', 'CIFSM221', 'MSFSM098', 'HIFSM8D7', 'LQFSM043', 'DIFSM102', 'HGFSM730', 'MSFSM104']"
84,193,Jonesboro,35.8423,-90.7043,Northeast Arkansas city,city,urban,JBR,"['YXJBR081', 'ILJBRC86', 'EOJBR118', 'OZJBR069', 'YXJBR087', 'HIJBR79C', 'BWJBR067', 'BUJBRGTU', 'FNJBRFIF', 'HXJBRH75', 'DIJBR510', 'DIJBR425', 'MSJBR755', 'CZJBR174', 'DIJBR023']"
85,193,Monroe-El Dorado,32.5093,-92.1193,Arkansas-Louisiana border region,city,urban,MLU,"['QIMLU135', 'RFMLU158', 'BWMLU089', 'MXMLUF35', 'DIMLU565', 'OZMLU002', 'TOMLUTST', 'FNMLUFSF', 'YXMLU001', 'OZMLU160', 'BWMLU044', 'CZMLU001', 'OZMLU916', 'HSMLUAAA', 'BWMLU062', 'YXMLUBM2', 'HIMLU135', 'CYMLUCYC', 'GIMLU318', 'HXMLU527', 'BWMLU073', 'HXMLUFJ4', 'RCMLURIR']"
86,193,New Orleans,29.9511,-90.0715,Historic Louisiana city,"city,historical,coastal",urban,BCS,[]
87,193,Baton Rouge,30.4515,-91.1871,Louisiana capital,city,urban,BTR,"['HEBTRNPH', 'MCBTRMCM', 'BWBTR079', 'MSBTR958', 'WDBTRBRR', 'YXBTRTCH', 'SZBTR706', 'XVBTRSHS', 'RFBTR141', 'OZBTR328', 'DIBTR820', 'WVBTR363', 'LQBTR240', 'DIBTR891', 'RDBTR132', 'MTBTRBTR', 'HXBTR7AB', 'DIBTR010', 'MSBTR713', 'LQBTR574', 'XVBTRNAS', 'GZBTR965', 'HGBTRH78', 'YXBTRF88', 'TOBTRTST', 'WVBTR108', 'WYBTR040', 'YXBTRBBR', 'EABTR272', 'YOBTRD44', 'XVBTRROS', 'DTBTR189', 'TOBTRGZT', 'BWBTR098', 'QIBTR089', 'RCBTRRIR', 'RABTR095', 'CCBTR249', 'CZBTR109', 'HXBTR201', 'BWBTR068', 'LQBTR341', 'MSBTR212', 'KGBTR904', 'CYBTRCYC', 'BWBTR103', 'BWBTR078', 'CZBTR128', 'QIBTR201', 'UZBTRRW1', 'CIBTR162', 'BRBTRBBB', 'CIBTR196', 'HIBTRD4F', 'MXBTR406', 'CZBTR278', 'MSBTR231', 'OZBTR332', 'LMBTR094', 'MXBTRA94', 'CPBTR680', 'MXBTRB13', 'LQBTR563', 'CIBTR130', 'BWBTR107', 'FNBTRLAF', 'HHBTR201', 'HXBTR978', 'DRBTR150', 'CYBTRCHC', 'MTBTR100', 'SCBTR900', 'HXBTR112', 'YZBTR3F2', 'CIBTR126', 'GIBTR293', 'MSBTR167', 'LQBTRBNG', 'EABTR122', 'RCBTRRBR']"
88,193,Lafayette LA,30.2241,-92.0198,South central Louisiana city,city,urban,LFT,"['EALFT212', 'BWLFT106', 'HJLFT017', 'HILFTB4F', 'CILFT725', 'TLLFT243', 'YXLFTCHS', 'LQLFT859', 'MSLFT739', 'DILFT329', 'LQLFT145', 'OZLFT821', 'BWLFT083', 'MTLFT100', 'XVLFTSHS', 'RCLFTRIR', 'CYLFTCYC', 'ILLFT050', 'LQLFT182', 'SZLFT085', 'WVLFTBBB', 'CCLFT045', 'NZLFT250', 'QILFT172', 'CILFT194', 'CZLFT247', 'MSLFT852', 'FNLFTFSF', 'MXLFT461', 'BWLFT099', 'DRLFT127', 'HHLFT769', 'OZLFT179', 'BWLFT110', 'EOLFT160', 'HJLFT385', 'HXLFTH60', 'DILFT492', 'BWLFT012', 'MSLFT544', 'DRLFT122', 'HXLFT321', 'HILFT47A', 'DILFT565', 'LQLFT757', 'GILFT405', 'RFLFT140', 'HILFTB10', 'CILFT270', 'LQLFT221', 'DILFT465', 'ILLFT211', 'HXLFT191', 'MXLFTJ04', 'HILFTBA7', 'FNLFTFIF', 'BWLFT114']"
89,193,Shreveport-Texarkana,32.5252,-93.7502,Northwest Louisiana region,city,urban,DTN,[]
90,193,Lake Charles,30.2266,-93.2174,Southwest Louisiana city,city,urban,CWF,['CZCWF165']
91,193,Alexandria LA,31.3113,-92.4451,Central Louisiana city,city,urban,AEX,"['OZAEX690', 'SCAEX123', 'HIAEX741', 'CXAEX424', 'HXAEX337', 'EOAEX132', 'HXAEX612', 'WVAEXAFH', 'RYAEX290', 'RAAEX387', 'FNAEXFIF', 'QIAEX305', 'CYAEXCYC', 'HJAEX871', 'BWAEX112', 'YXAEX077', 'LQAEX961', 'HXAEX654', 'QIAEX021', 'MSAEX439', 'NZAEX298', 'CIAEX718', 'MSAEX442', 'SCAEX934']"
92,193,Oklahoma City,35.4676,-97.5164,Oklahoma capital,city,urban,OKC,"['CYOKCNQC', 'BWOKC094', 'CXOKC924', 'CIOKC212', 'MCOKCWAM', 'YOOKCCAN', 'HHOKC731', 'HIOKCF83', 'YXOKCWEA', 'CXOKC406', 'HXOKC920', 'QIOKC077', 'EOOKC056', 'GIOKC112', 'HGOKC963', 'HIOKC5F1', 'XVOKCAWS', 'HIOKC23E', 'CIOKC102', 'HIOKCA64', 'SIOKC229', 'HIOKCBE3', 'LQOKC656', 'YHOKC5A4', 'BWOKC099', 'YXOKC013', 'FNOKCFNF', 'SZOKC119', 'CIOKC414', 'GIOKC405', 'HXOKC741', 'TLOKC100', 'BWOKC104', 'BWOKC111', 'YZOKC806', 'ESOKC730', 'SZOKC417', 'MXOKCE39', 'KGOKC995', 'WYOKCC96', 'FNOKCAPF', 'SZOKC138', 'CIOKC131', 'ALOKC623', 'LQOKC166', 'SIOKC494', 'DIOKC913', 'DIOKC995', 'DIOKC838', 'BWOKC096', 'SCOKC963', 'BWOKC056', 'FNOKCYKF', 'CIOKC147', 'XVOKCSHS', 'HXOKCHG4', 'FNOKCFIF', 'YXOKC884', 'SIOKC046', 'GIOKC504', 'BWOKC019', 'HIOKC812', 'OZOKC479', 'OZOKC235', 'HXOKCGM2', 'HIOKCFE4', 'RCOKCBTR', 'HIOKCB7E', 'MTOKC200', 'RCOKCRIR', 'ESOKCE2E', 'LQOKC900', 'HIOKC019', 'YXOKC875', 'EOOKC066', 'FNOKCQSF', 'YXOKCYUK', 'EOOKC058', 'QIOKC219', 'BWOKC112', 'CXOKC523', 'UIOKC322', 'EAOKC877', 'OZOKC884', 'HXOKCGI0', 'OZOKC851', 'CYOKCDTC', 'LQOKC897', 'CYOKCNWC', 'CYOKCCAC', 'FNOKCEXF', 'IMOKCMED', 'CPOKC75D', 'CYOKCNOC', 'MXOKC116', 'ILOKC246', 'XVOKCMOS', 'BUOKC646', 'SIOKC653', 'CZOKC122', 'RCOKCWWR', 'DIOKC609', 'RYOKC174', 'MSOKC843', 'BUOKC099', 'YOOKC9DD', 'BHOKC017', 'HIOKCE44', 'KGOKC990', 'BWOKC106', 'EOOKC016', 'BWOKC113', 'HIOKC58A', 'DIOKC510', 'YXOKCPAU', 'BWOKC078', 'RYOKC255', 'MSOKC769', 'EOOKC134', 'YXOKC448', 'LQOKC420', 'MSOKC898', 'GIOKC143', 'HJOKC407', 'CXOKC459', 'HXOKCH39', 'MXOKCF22', 'HIOKCF96', 'LQOKC179', 'RFOKC503', 'TOOKCTST', 'EAOKC234', 'CZOKC132', 'FNOKCEDF']"
93,193,Tulsa,36.154,-95.9928,Northeast Oklahoma city,city,urban,TUL,"['MSTUL357', 'DITUL888', 'CZTUL003', 'OZTUL459', 'CITUL243', 'CITUL101', 'FNTULFCF', 'BWTUL125', 'HXTUL230', 'OZTUL842', 'ILTUL918', 'KGTULF74', 'CZTUL109', 'EATUL876', 'WVTULMHR', 'WGTUL410', 'HITUL595', 'HITULD68', 'LQTUL236', 'HXTUL714', 'OZTUL082', 'MTTUL106', 'RATUL086', 'FNTULFIF', 'HJTUL018', 'HITUL747', 'CYTULTDC', 'FNTULMKF', 'QITUL415', 'HXTUL739', 'MSTUL249', 'HITUL9F5', 'HXTUL918', 'LQTUL538', 'YXTULPRY', 'DITUL140', 'HITUL141', 'FNTULCRF', 'GZTUL141', 'YZTULB5A', 'EATUL616', 'MSTUL578', 'HITUL310', 'ALTUL736', 'LQTULJCE', 'SCTUL321', 'BWTUL093', 'TOTULTST', 'SZTUL093', 'ESTULC3B', 'ALTUL143', 'QITUL116', 'GZTUL487', 'HXTUL822', 'HGTUL490', 'QITUL242', 'EOTUL081', 'XVTULSHS', 'BWTUL089', 'ILTUL315', 'HXTUL785', 'HSTULAEK', 'FNTULDTF', 'YXTUL034', 'MSTUL997', 'BWTUL102', 'BWTUL090', 'BWTUL086', 'BUTULFYK', 'KGTUL412', 'TOTULNOT', 'OZTUL883', 'DTTULDDT', 'MXTUL386', 'WVTUL572', 'BRTULBRB', 'OZTUL946', 'HYTULHRT', 'CYTULWHC', 'BWTUL115', 'OZTUL065', 'YXTULCAM', 'GITUL114', 'DITUL942', 'LQTUL601', 'MCTULSEM', 'CCTUL228', 'CCTUL161', 'RFTUL648', 'HXTUL900', 'CITUL217', 'GITUL502', 'RYTUL420', 'CITUL207', 'CITUL139', 'HXTUL876', 'BWTUL083', 'OZTUL832', 'RCTULRIR', 'EOTUL125', 'YOTUL5DE', 'YXTULOSA', 'EOTUL205', 'YXTULHPS']"
94,193,Sherman-Ada,33.6357,-96.6089,Oklahoma-Texas border region,city,urban,PNX,"['HIPNX177', 'QIPNX914', 'HXPNXHI5', 'YXPNXYCF']"
95,193,Dallas-Fort Worth,32.7767,-96.797,North Texas metroplex,city,urban,DAL,"['FNDALLEF', 'FNDALFMF', 'HGDALH24', 'EADAL728', 'OZDAL979', 'QQDAL198', 'ESDAL892', 'ALDAL155', 'CZDALA54', 'SIDAL991', 'GIDAL750', 'TODALDST', 'GIDAL644', 'LQDAL586', 'LQDAL512', 'FSDAL579', 'MDDAL895', 'RCDALARR', 'BWDAL555', 'CZDALC43', 'RCDALLWR', 'RCDALASR', 'MCDALDTM', 'HXDAL628', 'YXDALGHL', 'EADAL692', 'MSDAL881', 'CYDALPNC', 'XVDALWES', 'YXDAL808', 'MCDALWLM', 'CYDALACC', 'CYDALANC', 'RWDAL110', 'RADALFSF', 'CYDALQDC', 'QIDAL553', 'FNDALPCF', 'CYDALSWC', 'HGDAL412', 'HXDAL110', 'FNDALTCF', 'RCDALRPP', 'XVDALSHS', 'CYDALLLC', 'BRDALRDB', 'CYDALNEC', 'BHDAL300', 'GEDALGTG', 'RCDALAGR', 'IQDAL914', 'MSDAL227', 'WIDALDAL', 'BWDAL494', 'RCDALCOR', 'CYDALBDC', 'FNDALFLF', 'BWDAL669', 'EODAL236', 'SIDAL096', 'HIDAL6BC', 'RWDAL109', 'HGDAL214', 'QIDALA86', 'MSDAL304', 'MSDAL344', 'WYDAL104', 'EADALWPH', 'HGDALH98', 'LQDALIZN', 'EODAL332', 'WVDAL015', 'MSDAL561', 'BRDALBRB', 'EADALRDN', 'MCDALMTM', 'DIDAL075', 'BWDAL204', 'TODALTPT', 'CYDALALC', 'MCDALQCM', 'FNDALFPF', 'HGDALF64', 'XVDALSRS', 'WGDAL314', 'HHDAL467', 'MSDAL683', 'TODALTLT', 'WIDAL472', 'CPDAL5BE', 'FADAL100', 'CIDAL569', 'HIDAL804', 'GZDAL285', 'OZDAL818', 'CPDAL8BC', 'FNDALMQF', 'SIDAL081', 'XVDALGVS', 'FNDALFBF', 'KCDAL400', 'CZDAL387', 'CYDALADC', 'FNDALMCF', 'YXDALDES', 'RCDALGPR', 'HIDAL6A8', 'CYDALCCC', 'OZDAL266', 'CYDALCHC', 'XVDALSSS', 'HGDAL037', 'WHDAL521', 'CYDALLPC', 'QIDALF77', 'LQDAL706', 'ESDALE8D', 'PHDALJDH', 'YXDALBVI', 'XVDALIRS', 'OZDAL548', 'HXDAL634', 'RCDALPLR', 'CIDAL814', 'RCDALLSR', 'TODALBTT', 'BUDAL552', 'HGDALGL1', 'RZDALRZZ', 'CYDALNWC']"
